Pclass,Age,SibSp,Parch,Fare,FamilySize,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Misc,Title_Miss,Title_Mr,Title_Mrs
3,0.459316893050244,0.0,0.0,0.051666666666666666,0.0,1,0,0,1,0,0,0,1,0,0
2,0.3142555716734801,0.0,0.0,0.07,0.0,0,1,0,0,1,0,0,0,1,0
1,0.4329421073453778,0.0,0.0,0.18480533333333335,0.0,1,0,1,0,0,0,0,1,0,0
3,0.3274429645259132,0.0,0.0,0.05263866666666667,0.0,0,1,0,0,1,0,0,0,1,0
3,0.4197547144929447,0.0,0.0,0.15016666666666667,0.0,0,1,0,0,1,0,0,0,1,0
3,0.34732413204281054,0.0,0.0,0.047,0.0,0,1,0,0,1,0,0,0,1,0
2,0.2219438217064486,0.0,0.0,0.49,0.0,0,1,0,0,1,0,0,0,1,0
2,0.7890017143610708,0.125,0.0,0.17333333333333334,0.2,1,0,0,0,1,0,0,0,0,1
3,0.4988790716075432,0.5,0.2222222222222222,0.051833333333333335,1.0,1,0,0,0,1,0,0,1,0,0
1,0.5516286430172754,0.0,0.0,0.2833333333333333,0.0,0,1,0,0,1,0,0,0,1,0
3,0.2845839377555057,0.0,0.0,0.052528,0.0,1,0,0,1,0,0,0,1,0,0
1,0.7494395358037715,0.125,0.1111111111111111,1.0,0.4,0,1,0,0,1,0,0,0,1,0
1,0.65712778583674,0.125,0.1111111111111111,1.0,0.4,1,0,1,0,0,0,0,0,0,1
3,0.34732413204281054,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
2,0.3933799287880786,0.125,0.0,0.09238866666666666,0.2,1,0,1,0,0,0,0,1,0,0
3,0.2746933931161809,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
2,0.287880785968614,0.0,0.0,0.07,0.0,1,0,0,0,1,0,0,0,0,1
3,0.2746933931161809,0.0,0.0,0.051972,0.0,0,1,0,0,1,0,0,0,1,0
1,0.6966899643940393,0.0,0.0,0.182972,0.0,1,0,1,0,0,0,0,0,0,1
3,0.2845839377555057,0.0,0.2222222222222222,0.10163866666666665,0.4,1,0,1,0,0,0,0,0,0,1
3,0.3010681788210471,0.0,0.0,0.051972,0.0,0,1,0,0,1,0,0,0,1,0
3,0.2845839377555057,0.0,0.0,0.051666666666666666,0.0,1,0,0,1,0,0,0,1,0,0
3,0.5318475537386259,0.0,0.0,0.10066666666666667,0.0,0,1,0,0,1,0,0,0,1,0
2,0.472504285902677,0.0,0.0,0.08666666666666667,0.0,0,1,0,0,1,0,0,0,1,0
2,0.18238164314914942,0.0,0.0,0.43333333333333335,0.0,0,1,0,0,1,0,0,0,1,0
1,0.2746933931161809,0.0,0.0,0.17700000000000002,0.0,1,0,0,0,1,0,0,1,0,0
3,0.2746933931161809,0.125,0.0,0.043305333333333335,0.2,0,1,0,0,1,0,0,0,1,0
3,0.34732413204281054,0.0,0.0,0.052528,0.0,0,1,0,1,0,0,0,0,1,0
1,0.5120664644599763,0.125,0.0,0.475222,0.2,0,1,1,0,0,0,0,0,1,0
3,0.2615060002637478,0.0,0.0,0.05236133333333333,0.0,0,1,0,0,1,0,0,0,1,0
1,0.8417512857708032,0.125,0.0,0.5016666666666667,0.2,0,1,1,0,0,0,0,0,1,0
3,0.2615060002637478,0.0,0.0,0.04816666666666666,0.0,0,1,1,0,0,0,0,0,1,0
2,0.2351312145588817,0.125,0.1111111111111111,0.08666666666666667,0.4,1,0,0,0,1,0,0,1,0,0
1,0.630753000131874,0.125,0.0,0.7095,0.2,1,0,1,0,0,0,0,0,0,1
1,0.7230647500989055,0.0,0.0,0.18480533333333335,0.0,1,0,1,0,0,0,0,0,0,1
2,0.5911908215745747,0.0,0.2222222222222222,0.2,0.4,1,0,0,0,1,0,0,0,0,1
1,0.5911908215745747,0.125,0.1111111111111111,0.8966666666666666,0.4,0,1,1,0,0,0,0,0,1,0
3,0.34732413204281054,0.0,0.0,0.052583333333333336,0.0,0,1,0,0,1,0,0,0,1,0
3,0.34732413204281054,0.125,0.2222222222222222,0.15633333333333332,0.6,0,1,0,0,1,1,0,0,0,0
1,0.5384412501648425,0.125,0.0,0.34575,0.2,0,1,0,0,1,0,0,0,1,0
2,0.287880785968614,0.0,0.0,0.14,0.0,1,0,0,0,1,0,0,0,0,1
2,0.5516286430172754,0.125,0.1111111111111111,0.21666666666666667,0.4,0,1,0,0,1,0,0,0,1,0
2,0.3801925359356455,0.125,0.0,0.17333333333333334,0.2,1,0,0,0,1,0,0,0,0,1
3,0.2845839377555057,0.125,0.0,0.09636133333333334,0.2,1,0,1,0,0,0,0,0,0,1
2,0.009890544639324806,0.125,0.2222222222222222,0.185,0.6,1,0,0,0,1,0,0,1,0,0
3,0.2615060002637478,0.0,0.0,0.05283333333333333,0.0,0,1,0,0,1,0,0,0,1,0
1,0.3538177502307794,0.125,0.0,0.9118613333333333,0.2,0,1,1,0,0,0,0,0,1,0
3,0.3142555716734801,0.0,0.0,0.06216666666666666,0.0,0,1,0,0,1,0,0,0,1,0
3,0.42634841091916126,0.0,0.0,0.06333333333333334,0.0,0,1,0,0,1,0,0,0,1,0
3,0.34732413204281054,0.0,0.0,0.050333333333333334,0.0,0,1,0,0,1,0,0,0,1,0
3,0.34732413204281054,0.0,0.0,0.051666666666666666,0.0,0,1,0,1,0,0,0,0,1,0
3,0.3670051430832124,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
2,0.24831860741131476,0.0,0.0,0.08666666666666667,0.0,1,0,0,0,1,0,0,1,0,0
3,0.2746933931161809,0.0,0.0,0.051833333333333335,0.0,0,1,0,0,1,0,0,0,1,0
3,0.47909798232889356,0.125,0.0,0.11599999999999999,0.2,0,1,0,0,1,0,0,0,1,0
3,0.2746933931161809,0.0,0.0,0.05236133333333333,0.0,0,1,0,0,1,0,0,0,1,0
2,0.3801925359356455,0.0,0.2222222222222222,0.15333333333333332,0.4,1,0,0,0,1,0,0,0,0,1
3,0.01094553606751945,0.125,0.1111111111111111,0.08122199999999999,0.4,1,0,0,0,1,0,0,1,0,0
2,0.3933799287880786,0.0,0.0,0.08491666666666667,0.0,0,1,1,0,0,0,0,0,1,0
3,0.34732413204281054,0.0,0.0,0.05263866666666667,0.0,0,1,0,0,1,0,0,0,1,0
1,0.5421519997179726,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0
3,0.34732413204281054,0.0,0.0,0.050333333333333334,0.0,0,1,0,0,1,0,0,0,1,0
3,0.2845839377555057,0.0,0.0,0.05366666666666667,0.0,1,0,0,0,1,0,0,1,0,0
3,0.2219438217064486,0.0,0.0,0.057749999999999996,0.0,0,1,0,0,1,0,0,0,1,0
1,0.6043782144270078,0.0,0.0,0.5016113333333333,0.0,0,1,1,0,0,0,0,0,1,0
3,0.34732413204281054,0.0,0.0,0.051666666666666666,0.0,0,1,0,1,0,0,0,0,1,0
1,0.3406303573783463,0.125,0.0,0.9118613333333333,0.2,1,0,1,0,0,0,0,0,0,1
3,0.2845839377555057,0.125,0.0,0.10333333333333333,0.2,1,0,0,1,0,0,0,1,0,0
3,0.34732413204281054,0.0,0.0,0.04816666666666666,0.0,0,1,1,0,0,0,0,0,1,0
2,0.2615060002637478,0.125,0.0,0.17333333333333334,0.2,1,0,0,0,1,0,0,1,0,0
2,0.3670051430832124,0.0,0.0,0.07,0.0,0,1,0,0,1,0,0,0,1,0
2,0.5252538573124094,0.125,0.0,0.17333333333333334,0.2,0,1,0,0,1,0,0,0,1,0
2,0.3933799287880786,0.125,0.0,0.14,0.2,0,1,0,0,1,0,0,0,1,0
2,0.287880785968614,0.0,0.0,0.07,0.0,0,1,0,0,1,0,0,0,1,0
3,0.3010681788210471,0.0,0.0,0.057749999999999996,0.0,1,0,0,0,1,0,0,1,0,0
3,0.007648687854411183,0.125,0.1111111111111111,0.09183333333333334,0.4,0,1,0,0,1,1,0,0,0,0
3,0.2845839377555057,0.0,0.0,0.051666666666666666,0.0,1,0,0,1,0,0,0,1,0,0
3,0.11644467888698405,0.125,0.1111111111111111,0.10163866666666665,0.4,1,0,1,0,0,0,0,1,0,0
3,0.024132928919952525,0.125,0.1111111111111111,0.13474999999999998,0.4,1,0,0,0,1,0,0,1,0,0
3,0.472504285902677,0.0,0.0,0.04833333333333333,0.0,0,1,0,0,1,0,0,0,1,0
3,0.34732413204281054,0.0,0.0,0.04833333333333333,0.0,0,1,0,0,1,0,0,0,1,0
1,0.3142555716734801,0.125,0.0,0.5484446666666667,0.2,0,1,0,0,1,0,0,0,1,0
3,0.34732413204281054,0.0,0.0,0.04819466666666666,0.0,0,1,1,0,0,0,0,0,1,0
3,0.34732413204281054,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
1,0.5421519997179726,0.0,0.0,0.264,0.0,0,1,0,0,1,0,0,0,1,0
3,0.3933799287880786,0.0,0.0,0.04633333333333334,0.0,1,0,0,1,0,0,0,1,0,0
3,0.34732413204281054,0.0,0.0,0.04819466666666666,0.0,0,1,1,0,0,0,0,0,1,0
1,0.6966899643940393,0.125,0.1111111111111111,0.545722,0.4,0,1,0,0,1,0,1,0,0,0
3,0.472504285902677,0.0,0.0,0.06333333333333334,0.0,0,1,0,0,1,0,0,0,1,0
3,0.3406303573783463,0.0,0.0,0.05263866666666667,0.0,0,1,0,0,1,0,0,0,1,0
2,0.01094553606751945,0.125,0.2222222222222222,0.27719466666666664,0.6,1,0,1,0,0,0,0,1,0,0
3,0.34732413204281054,0.25,0.0,0.14452800000000002,0.4,0,1,1,0,0,0,0,0,1,0
1,0.3933799287880786,0.0,0.0,0.30333333333333334,0.0,0,1,0,0,1,0,0,0,1,0
3,0.3801925359356455,0.0,0.0,0.05236133333333333,0.0,0,1,0,0,1,0,0,0,1,0
3,0.4197547144929447,0.0,0.0,0.051833333333333335,0.0,0,1,0,0,1,0,0,0,1,0
2,0.40314792391806764,0.0,0.0,0.10030533333333333,0.0,0,1,1,0,0,0,0,0,1,0
2,0.5648160358697085,0.0,0.1111111111111111,0.14,0.2,0,1,0,0,1,0,0,0,1,0
3,0.3142555716734801,0.0,0.0,0.057749999999999996,0.0,0,1,0,0,1,0,0,0,1,0
3,0.2845839377555057,0.0,0.0,0.051666666666666666,0.0,1,0,0,1,0,0,0,1,0,0
1,0.8417512857708032,0.125,0.1111111111111111,0.17700000000000002,0.4,1,0,0,0,1,0,0,0,0,1
1,0.3933799287880786,0.125,0.2222222222222222,1.0,0.6,0,1,0,0,1,0,0,0,1,0
3,0.008703679282605828,0.0,0.1111111111111111,0.06233333333333333,0.2,0,1,0,0,1,1,0,0,0,0
1,0.7230647500989055,0.125,0.1111111111111111,0.6233333333333333,0.4,0,1,0,0,1,0,0,0,1,0
3,0.5911908215745747,0.125,0.0,0.09405533333333334,0.2,1,0,0,0,1,0,0,0,0,1
3,0.2351312145588817,0.0,0.0,0.057749999999999996,0.0,0,1,0,0,1,0,0,0,1,0
3,0.287880785968614,0.0,0.0,0.04816666666666666,0.0,0,1,1,0,0,0,0,0,1,0
3,0.34732413204281054,0.0,0.0,0.0505,0.0,0,1,0,0,1,0,0,0,1,0
3,0.4856916787551101,0.0,0.0,0.051666666666666666,0.0,1,0,0,1,0,0,0,1,0,0
1,0.7230647500989055,0.0,0.0,0.904222,0.0,1,0,1,0,0,0,0,0,0,1
3,0.2219438217064486,0.0,0.0,0.051555333333333335,0.0,1,0,0,1,0,0,0,1,0,0
1,0.7494395358037715,0.125,0.0,0.9768053333333334,0.2,0,1,1,0,0,0,0,0,1,0
2,0.24831860741131476,0.0,0.0,0.07,0.0,0,1,0,0,1,0,0,0,1,0
3,0.3538177502307794,0.0,0.0,0.05236133333333333,0.0,0,1,0,0,1,0,0,0,1,0
2,0.287880785968614,0.25,0.0,0.21,0.4,0,1,0,0,1,0,0,0,1,0
3,0.3406303573783463,0.0,0.0,0.051833333333333335,0.0,0,1,0,0,1,0,0,0,1,0
3,0.3274429645259132,0.0,0.0,0.04819466666666666,0.0,0,1,1,0,0,0,0,0,1,0
2,0.3406303573783463,0.0,0.0,0.08666666666666667,0.0,0,1,0,0,1,0,0,0,1,0
1,0.4329421073453778,0.0,0.0,0.17700000000000002,0.0,0,1,0,0,1,0,0,0,1,0
1,0.5120664644599763,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0
3,0.3010681788210471,0.0,0.0,0.047,0.0,0,1,0,0,1,0,0,0,1,0
2,0.15600685744428328,0.25,0.1111111111111111,0.26,0.6,1,0,0,0,1,0,0,1,0,0
1,0.6043782144270078,0.0,0.0,0.528,0.0,0,1,1,0,0,0,0,0,1,0
2,0.3801925359356455,0.125,0.0,0.17333333333333334,0.2,0,1,0,0,1,0,0,0,1,0
2,0.2746933931161809,0.0,0.0,0.08666666666666667,0.0,0,1,0,0,1,0,0,0,1,0
2,0.630753000131874,0.0,0.2222222222222222,0.245,0.4,1,0,0,0,1,0,0,0,0,1
1,0.5120664644599763,0.0,0.0,0.19799999999999998,0.0,0,1,1,0,0,0,0,0,1,0
3,0.34732413204281054,0.0,0.0,0.04816666666666666,0.0,0,1,1,0,0,0,0,0,1,0
3,0.24831860741131476,0.125,0.1111111111111111,0.10494466666666667,0.4,1,0,1,0,0,0,0,0,0,1
3,0.3538177502307794,0.0,0.0,0.05263866666666667,0.0,0,1,0,0,1,0,0,0,1,0
1,0.3933799287880786,0.0,0.0,0.17333333333333334,0.0,0,1,0,0,1,0,0,0,1,0
2,0.4197547144929447,0.0,0.0,0.08666666666666667,0.0,0,1,0,0,1,0,0,0,1,0
3,0.5120664644599763,0.0,0.2222222222222222,0.04819466666666666,0.4,0,1,1,0,0,0,0,0,1,0
2,0.3274429645259132,0.0,0.0,0.21,0.0,0,1,0,0,1,0,0,0,1,0
3,0.34732413204281054,0.0,0.0,0.04819466666666666,0.0,0,1,1,0,0,1,0,0,0,0
2,0.2351312145588817,0.0,0.0,0.07,0.0,0,1,0,0,1,0,0,0,1,0
3,0.4197547144929447,0.0,0.0,0.050528,0.0,0,1,0,0,1,0,0,0,1,0
3,0.34732413204281054,0.125,1.0,0.46366666666666667,1.0,0,1,0,0,1,0,0,0,1,0
1,0.7626269286562046,0.0,0.1111111111111111,1.0,0.2,1,0,1,0,0,0,0,0,0,1
3,0.34732413204281054,0.125,0.1111111111111111,0.09666666666666666,0.4,0,1,0,0,1,1,0,0,0,0
3,0.20875642885401557,0.0,0.0,0.051000000000000004,0.0,1,0,0,0,1,0,0,1,0,0
2,0.3406303573783463,0.0,0.0,0.08666666666666667,0.0,0,1,0,0,1,0,0,0,1,0
3,0.4988790716075432,0.0,0.0,0.04819466666666666,0.0,1,0,1,0,0,0,0,0,0,1
2,0.3142555716734801,0.0,0.0,0.09,0.0,0,1,0,0,1,0,0,0,1,0
2,0.4065673216405117,0.0,0.0,0.14,0.0,1,0,0,0,1,0,0,1,0,0
1,0.5911908215745747,0.0,0.1111111111111111,0.4223886666666667,0.2,1,0,1,0,0,0,0,0,0,1
2,0.3274429645259132,0.0,0.0,0.07,0.0,0,1,0,0,1,0,0,0,1,0
2,0.2351312145588817,0.0,0.0,0.49,0.0,0,1,0,0,1,0,0,0,1,0
2,0.6439403929843069,0.125,0.2222222222222222,0.43333333333333335,0.6,0,1,0,0,1,0,0,0,1,0
3,0.0,0.125,0.2222222222222222,0.13716666666666666,0.6,1,0,0,0,1,0,0,1,0,0
1,0.65712778583674,0.0,0.0,0.17333333333333334,0.0,0,1,0,0,1,0,0,0,1,0
1,0.7758143215086377,0.25,0.0,0.34319466666666665,0.4,1,0,0,0,1,0,0,0,0,1
3,0.34732413204281054,0.0,0.0,0.052528,0.0,0,1,0,0,1,0,0,0,1,0
3,0.34732413204281054,0.0,0.0,0.051666666666666666,0.0,0,1,0,1,0,0,0,0,1,0
3,0.3933799287880786,0.125,0.0,0.10366666666666667,0.2,1,0,0,0,1,0,0,0,0,1
3,0.18897533957536594,1.0,0.2222222222222222,0.46366666666666667,1.0,0,1,0,0,1,1,0,0,0,0
2,0.3142555716734801,0.125,0.1111111111111111,0.24669466666666665,0.4,1,0,1,0,0,0,0,0,0,1
2,0.4065673216405117,0.0,0.0,0.14,0.0,1,0,0,0,1,0,0,0,0,1
3,0.3538177502307794,0.0,0.0,0.057749999999999996,0.0,0,1,0,0,1,0,0,0,1,0
1,0.3274429645259132,0.125,0.0,0.3696113333333333,0.2,1,0,1,0,0,0,0,0,0,1
3,0.2845839377555057,0.125,1.0,0.46366666666666667,1.0,1,0,0,0,1,0,0,0,0,1
3,0.34732413204281054,0.125,0.0,0.09638866666666666,0.2,0,1,1,0,0,0,0,0,1,0
3,0.287880785968614,0.0,0.0,0.26458333333333334,0.0,1,0,0,0,1,0,0,1,0,0
1,0.5911908215745747,0.0,0.1111111111111111,0.39599999999999996,0.2,1,0,1,0,0,0,0,0,0,1
2,0.3801925359356455,0.0,0.0,0.09238866666666666,0.0,0,1,1,0,0,0,0,0,1,0
2,0.2746933931161809,0.125,0.0,0.07666666666666666,0.2,0,1,0,0,1,0,0,0,1,0
1,0.4065673216405117,0.0,0.0,0.8966666666666666,0.0,1,0,1,0,0,0,0,1,0,0
1,0.6439403929843069,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0
2,0.5780034287221416,0.0,0.0,0.08666666666666667,0.0,0,1,0,0,1,0,0,0,1,0
1,0.7098773572464724,0.125,0.1111111111111111,0.545722,0.4,1,0,0,0,1,0,0,0,0,1
1,0.5911908215745747,0.0,0.0,1.0,0.0,1,0,1,0,0,0,0,1,0,0
3,0.287880785968614,0.25,0.0,0.057749999999999996,0.4,1,0,0,0,1,0,0,1,0,0
2,0.2746933931161809,0.0,0.0,0.07666666666666666,0.0,0,1,0,0,1,0,0,0,1,0
1,0.7230647500989055,0.0,0.0,0.3333333333333333,0.0,0,1,0,0,1,0,0,0,1,0
3,0.06369510747725175,0.5,0.2222222222222222,0.20925,1.0,0,1,0,0,1,1,0,0,0,0
3,0.34732413204281054,0.0,0.0,0.051666666666666666,0.0,0,1,0,1,0,0,0,0,1,0
3,0.3406303573783463,0.0,0.0,0.052528,0.0,0,1,0,1,0,0,0,0,1,0
3,0.2845839377555057,0.0,0.0,0.09666666666666666,0.0,1,0,0,0,1,0,0,0,0,1
3,0.24831860741131476,0.125,0.0,0.10733333333333334,0.2,1,0,0,0,1,0,0,0,0,1
2,0.40314792391806764,0.0,0.0,0.08583333333333333,0.0,0,1,0,0,1,0,0,0,1,0
2,0.3142555716734801,0.125,0.2222222222222222,0.43333333333333335,0.6,1,0,0,0,1,0,0,1,0,0
3,0.3142555716734801,0.0,0.0,0.051833333333333335,0.0,0,1,0,0,1,0,0,0,1,0
2,0.7494395358037715,0.0,0.0,0.08666666666666667,0.0,0,1,0,0,1,0,0,0,1,0
3,0.2746933931161809,0.0,0.0,0.051666666666666666,0.0,0,1,0,1,0,0,0,0,1,0
3,0.07688250032968483,0.375,0.1111111111111111,0.14049999999999999,0.8,0,1,0,0,1,1,0,0,0,0
1,0.3010681788210471,0.0,0.0,0.6233333333333333,0.0,0,1,0,0,1,0,0,0,1,0
1,0.6703151786891731,0.0,0.1111111111111111,0.26266666666666666,0.2,1,0,0,0,1,0,0,0,0,1
3,0.16919425029671634,0.0,0.2222222222222222,0.135,0.4,0,1,0,0,1,1,0,0,0,0
2,0.6175656072794409,0.0,0.0,0.07,0.0,0,1,0,0,1,0,0,0,1,0
3,0.3801925359356455,0.375,0.1111111111111111,0.14683333333333332,0.8,0,1,0,0,1,0,0,0,1,0
1,0.2351312145588817,0.125,0.0,0.4,0.2,1,0,0,0,1,0,0,0,0,1
3,0.3142555716734801,0.0,0.0,0.04833333333333333,0.0,0,1,0,1,0,0,0,0,1,0
1,0.630753000131874,0.125,0.1111111111111111,0.528,0.4,1,0,1,0,0,0,0,0,0,1
3,0.287880785968614,0.0,0.0,0.051833333333333335,0.0,0,1,0,0,1,0,0,0,1,0
3,0.4065673216405117,0.0,0.0,0.051555333333333335,0.0,0,1,0,1,0,0,0,0,1,0
1,0.3933799287880786,0.0,0.0,1.0,0.0,1,0,0,0,1,0,0,1,0,0
2,0.4988790716075432,0.125,0.0,0.14,0.2,0,1,0,0,1,0,0,0,1,0
1,0.287880785968614,0.0,0.1111111111111111,0.39599999999999996,0.2,1,0,1,0,0,0,0,1,0,0
1,0.2219438217064486,0.0,0.0,0.314,0.0,0,1,0,0,1,0,0,0,1,0
1,0.5648160358697085,0.125,0.0,0.18480533333333335,0.2,0,1,1,0,0,0,0,0,1,0
2,0.2615060002637478,0.0,0.0,0.09241666666666667,0.0,0,1,1,0,0,0,0,0,1,0
2,0.3010681788210471,0.125,0.0,0.07,0.2,0,1,0,0,1,0,0,0,1,0
1,0.65712778583674,0.125,0.1111111111111111,1.0,0.4,0,1,1,0,0,0,0,0,1,0
3,0.2845839377555057,0.0,0.0,0.051472,0.0,1,0,0,1,0,0,0,1,0,0
3,0.0373203217723856,0.125,0.1111111111111111,0.09183333333333334,0.4,1,0,0,0,1,0,0,1,0,0
3,0.2845839377555057,0.0,0.0,0.051666666666666666,0.0,1,0,0,1,0,0,0,1,0,0
1,0.4856916787551101,0.125,0.0,0.6,0.2,1,0,0,1,0,0,0,0,0,1
3,0.3670051430832124,0.0,0.0,0.051833333333333335,0.0,1,0,0,0,1,0,0,1,0,0
3,0.34732413204281054,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
1,0.5120664644599763,0.0,0.0,0.7260000000000001,0.0,1,0,1,0,0,0,1,0,0,0
3,0.5054727680337597,0.0,0.0,0.04833333333333333,0.0,0,1,0,0,1,0,0,0,1,0
3,0.34732413204281054,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
3,0.34732413204281054,0.125,0.1111111111111111,0.14905533333333335,0.4,0,1,1,0,0,1,0,0,0,0
