Survived,Pclass,Age,SibSp,Parch,Fare,FamilySize,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Master,Title_Misc,Title_Miss,Title_Mr,Title_Mrs
0,3,0.2711736617240513,0.125,0.0,0.04833333333333333,0.2,0,1,0,0,1,0,0,0,1,0
1,1,0.4722292033174164,0.125,0.0,0.475222,0.2,1,0,1,0,0,0,0,0,0,1
1,3,0.32143754712239253,0.0,0.0,0.05283333333333333,0.0,1,0,0,0,1,0,0,1,0,0
1,1,0.43453128926866047,0.125,0.0,0.35400000000000004,0.2,1,0,0,0,1,0,0,0,0,1
0,3,0.43453128926866047,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.3278158951094034,0.0,0.0,0.05638866666666666,0.0,0,1,0,1,0,0,0,0,1,0
0,1,0.6732847449107816,0.0,0.0,0.34575,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.01985423473234481,0.375,0.16666666666666666,0.14049999999999999,0.8,0,1,0,0,1,1,0,0,0,0
1,3,0.33400351847197784,0.0,0.3333333333333333,0.074222,0.4,1,0,0,0,1,0,0,0,0,1
1,2,0.17064589092736868,0.125,0.0,0.20047199999999998,0.2,1,0,1,0,0,0,0,0,0,1
1,3,0.04498617743151546,0.125,0.16666666666666666,0.11133333333333333,0.4,1,0,0,0,1,0,0,1,0,0
1,1,0.7235486303091229,0.0,0.0,0.17700000000000002,0.0,1,0,0,0,1,0,0,1,0,0
0,3,0.24604171902488062,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.4847951746670017,0.125,0.8333333333333334,0.2085,1.0,0,1,0,0,1,0,0,0,1,0
0,3,0.17064589092736868,0.0,0.0,0.05236133333333333,0.0,1,0,0,0,1,0,0,1,0,0
1,2,0.6858507162603669,0.0,0.0,0.10666666666666667,0.0,1,0,0,0,1,0,0,0,0,1
0,3,0.01985423473234481,0.5,0.16666666666666666,0.19416666666666665,1.0,0,1,0,1,0,1,0,0,0,0
1,2,0.38100913634967415,0.0,0.0,0.08666666666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.38426740387031916,0.125,0.0,0.12,0.2,1,0,0,0,1,0,0,0,0,1
1,3,0.26803216888665493,0.0,0.0,0.04816666666666666,0.0,1,0,1,0,0,0,0,0,0,1
0,2,0.43453128926866047,0.0,0.0,0.17333333333333334,0.0,0,1,0,0,1,0,0,0,1,0
1,2,0.42196531791907516,0.0,0.0,0.08666666666666667,0.0,0,1,0,0,1,0,0,0,1,0
1,3,0.18321186227695402,0.0,0.0,0.053528,0.0,1,0,0,1,0,0,0,1,0,0
1,1,0.3465694898215632,0.0,0.0,0.23666666666666666,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.09525006282985675,0.375,0.16666666666666666,0.14049999999999999,0.8,1,0,0,0,1,0,0,1,0,0
1,3,0.4722292033174164,0.125,0.8333333333333334,0.20925,1.0,1,0,0,0,1,0,0,0,0,1
0,3,0.3278158951094034,0.0,0.0,0.04816666666666666,0.0,0,1,1,0,0,0,0,0,1,0
0,1,0.23347574767529528,0.375,0.3333333333333333,1.0,1.0,0,1,0,0,1,0,0,0,1,0
1,3,0.26803216888665493,0.0,0.0,0.052528,0.0,1,0,0,1,0,0,0,1,0,0
0,3,0.3278158951094034,0.0,0.0,0.05263866666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,1,0.4973611460165871,0.0,0.0,0.18480533333333335,0.0,0,1,1,0,0,0,1,0,0,0
1,1,0.42965273568588025,0.125,0.0,0.9768053333333334,0.2,1,0,1,0,0,0,0,0,0,1
1,3,0.26803216888665493,0.0,0.0,0.051666666666666666,0.0,1,0,0,1,0,0,0,1,0,0
0,2,0.8240764011058055,0.0,0.0,0.07,0.0,0,1,0,0,1,0,0,0,1,0
0,1,0.3465694898215632,0.125,0.0,0.5478053333333334,0.2,0,1,1,0,0,0,0,0,1,0
0,1,0.5224930887157577,0.125,0.0,0.3466666666666667,0.2,0,1,0,0,1,0,0,0,1,0
1,3,0.3278158951094034,0.0,0.0,0.04819466666666666,0.0,0,1,1,0,0,0,0,0,1,0
0,3,0.2586076903744659,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.22090977632570996,0.25,0.0,0.12,0.4,1,0,0,0,1,0,0,1,0,0
1,3,0.17064589092736868,0.125,0.0,0.07494466666666666,0.2,1,0,1,0,0,0,0,1,0,0
0,3,0.4973611460165871,0.125,0.0,0.06316666666666666,0.2,1,0,0,0,1,0,0,0,0,1
0,2,0.33400351847197784,0.125,0.0,0.14,0.2,1,0,0,0,1,0,0,0,0,1
0,3,0.3278158951094034,0.0,0.0,0.05263866666666667,0.0,0,1,1,0,0,0,0,0,1,0
1,2,0.032420206081930136,0.125,0.3333333333333333,0.27719466666666664,0.6,1,0,1,0,0,0,0,1,0,0
1,3,0.23347574767529528,0.0,0.0,0.052528,0.0,1,0,0,1,0,0,0,1,0,0
0,3,0.3278158951094034,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.3278158951094034,0.125,0.0,0.10333333333333333,0.2,0,1,0,1,0,0,0,0,1,0
1,3,0.26803216888665493,0.0,0.0,0.051666666666666666,0.0,1,0,0,1,0,0,0,1,0,0
0,3,0.3278158951094034,0.25,0.0,0.14452800000000002,0.4,0,1,1,0,0,0,0,0,1,0
0,3,0.22090977632570996,0.125,0.0,0.11866666666666667,0.2,1,0,0,0,1,0,0,0,0,1
0,3,0.08268409148027142,0.5,0.16666666666666666,0.26458333333333334,1.0,0,1,0,0,1,1,0,0,0,0
0,3,0.2586076903744659,0.0,0.0,0.052,0.0,0,1,0,0,1,0,0,0,1,0
1,1,0.610454888162855,0.125,0.0,0.5115280000000001,0.2,1,0,1,0,0,0,0,0,0,1
1,2,0.35913546117114853,0.125,0.0,0.17333333333333334,0.2,1,0,0,0,1,0,0,0,0,1
0,1,0.8115104297562201,0.0,0.16666666666666666,0.41319466666666665,0.2,0,1,1,0,0,0,0,0,1,0
1,1,0.5134630075221647,0.0,0.0,0.23666666666666666,0.0,0,1,0,0,1,0,0,0,1,0
1,2,0.2586076903744659,0.0,0.0,0.07,0.0,1,0,0,0,1,0,0,1,0,0
0,3,0.35285247549635584,0.0,0.0,0.04819466666666666,0.0,0,1,1,0,0,0,0,0,1,0
1,2,0.05755214878110078,0.125,0.3333333333333333,0.185,0.6,1,0,0,0,1,0,0,1,0,0
0,3,0.13294797687861273,0.625,0.3333333333333333,0.31266666666666665,1.0,0,1,0,0,1,1,0,0,0,0
0,3,0.2711736617240513,0.0,0.0,0.04819466666666666,0.0,0,1,1,0,0,0,0,0,1,0
1,1,0.4722292033174164,0.0,0.0,0.5333333333333333,0.0,1,0,0,0,1,0,0,1,0,0
0,1,0.5601910027645137,0.125,0.0,0.5565,0.2,0,1,0,0,1,0,0,0,1,0
0,3,0.04498617743151546,0.375,0.3333333333333333,0.186,1.0,0,1,0,0,1,1,0,0,0,0
0,1,0.5134630075221647,0.0,0.0,0.18480533333333335,0.0,0,1,1,0,0,0,0,0,1,0
1,3,0.3278158951094034,0.125,0.16666666666666666,0.10163866666666665,0.4,0,1,1,0,0,1,0,0,0,0
1,2,0.35913546117114853,0.0,0.0,0.07,0.0,1,0,0,0,1,0,0,0,0,1
0,3,0.23347574767529528,0.0,0.0,0.05438866666666667,0.0,0,1,0,0,1,0,0,0,1,0
1,3,0.20834380497612465,0.5,0.3333333333333333,0.05283333333333333,1.0,1,0,0,0,1,0,0,1,0,0
0,3,0.32143754712239253,0.25,0.0,0.057749999999999996,0.4,0,1,0,0,1,0,0,0,1,0
0,2,0.39683337521990447,0.0,0.0,0.07,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.19577783362653933,0.625,0.3333333333333333,0.31266666666666665,1.0,1,0,0,0,1,0,0,1,0,0
0,2,0.2586076903744659,0.0,0.0,0.49,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.32143754712239253,0.125,0.0,0.09636133333333334,0.2,0,1,1,0,0,0,0,0,1,0
1,3,0.39683337521990447,0.0,0.0,0.3766386666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.3088715757728072,0.0,0.0,0.051000000000000004,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.3278158951094034,0.0,0.0,0.05263866666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.3278158951094034,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
1,2,0.005152048253329982,0.0,0.3333333333333333,0.19333333333333333,0.4,0,1,0,0,1,1,0,0,0,0
1,3,0.37170143252073384,0.0,0.0,0.08316666666666667,0.0,1,0,0,0,1,0,0,1,0,0
0,3,0.2711736617240513,0.0,0.0,0.06,0.0,0,1,0,0,1,0,0,0,1,0
1,3,0.35913546117114853,0.0,0.0,0.06333333333333334,0.0,0,1,0,0,1,0,0,0,1,0
1,3,0.26803216888665493,0.0,0.0,0.051916666666666667,0.0,1,0,0,1,0,0,0,1,0,0
0,1,0.3465694898215632,0.0,0.0,0.314,0.0,0,1,0,0,1,0,0,0,1,0
1,2,0.20834380497612465,0.0,0.0,0.07,0.0,1,0,0,0,1,0,0,1,0,0
1,3,0.4093993465694898,0.375,0.0,0.10566666666666666,0.6,1,0,0,0,1,0,0,0,0,1
0,3,0.19577783362653933,0.125,0.5,0.22916666666666666,0.8,0,1,0,0,1,0,0,0,1,0
0,3,0.3278158951094034,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
1,1,0.2837396330736366,0.375,0.3333333333333333,1.0,1.0,1,0,0,0,1,0,0,1,0,0
0,3,0.2963056044232219,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.35913546117114853,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.24604171902488062,0.0,0.0,0.05236133333333333,0.0,0,1,0,0,1,0,0,0,1,0
0,1,0.572756974114099,0.125,0.0,0.4078333333333333,0.2,0,1,0,0,1,0,0,0,1,0
0,3,0.32143754712239253,0.125,0.3333333333333333,0.13716666666666666,0.6,0,1,0,0,1,0,0,0,1,0
0,3,0.7361146016587082,0.0,0.0,0.04833333333333333,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.3278158951094034,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,1,0.8869062578537321,0.0,0.0,0.231028,0.0,0,1,1,0,0,0,0,0,1,0
1,1,0.2837396330736366,0.0,0.16666666666666666,0.4223886666666667,0.2,0,1,1,0,0,0,0,0,1,0
1,2,0.42196531791907516,0.0,0.16666666666666666,0.15333333333333332,0.2,1,0,0,0,1,0,0,0,0,1
0,2,0.42196531791907516,0.125,0.0,0.17333333333333334,0.2,0,1,0,0,1,0,0,0,1,0
0,3,0.3465694898215632,0.0,0.0,0.05263866666666667,0.0,1,0,0,0,1,0,0,1,0,0
0,3,0.3278158951094034,0.0,0.0,0.05263866666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,1,0.2586076903744659,0.0,0.16666666666666666,0.51525,0.2,0,1,0,0,1,0,0,0,1,0
0,3,0.4093993465694898,0.0,0.0,0.057694666666666665,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.4596632319678311,0.25,0.0,0.05283333333333333,0.4,0,1,0,0,1,0,0,0,1,0
0,3,0.3465694898215632,0.0,0.0,0.05263866666666667,0.0,0,1,0,0,1,0,0,0,1,0
1,3,0.2586076903744659,0.0,0.0,0.051000000000000004,0.0,1,0,0,0,1,0,0,1,0,0
1,3,0.3278158951094034,0.0,0.0,0.051833333333333335,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.4722292033174164,0.0,0.0,0.05263866666666667,0.0,0,1,0,0,1,0,0,0,1,0
1,3,0.26803216888665493,0.125,0.0,0.161,0.2,1,0,0,1,0,0,0,1,0,0
0,1,0.5853229454636844,0.0,0.0,0.3466666666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.17692887660216136,0.125,0.0,0.09636133333333334,0.2,1,0,1,0,0,0,0,1,0,0
0,3,0.2711736617240513,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.24604171902488062,0.125,0.0,0.06549999999999999,0.2,1,0,0,0,1,0,0,1,0,0
0,3,0.20834380497612465,0.0,0.0,0.09638866666666666,0.0,1,0,1,0,0,0,0,1,0,0
0,3,0.2586076903744659,0.0,0.0,0.05283333333333333,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.8806232721789394,0.0,0.0,0.051666666666666666,0.0,0,1,0,1,0,0,0,0,1,0
0,2,0.35913546117114853,0.125,0.0,0.14,0.2,0,1,0,0,1,0,0,0,1,0
0,1,0.2963056044232219,0.0,0.16666666666666666,1.0,0.2,0,1,1,0,0,0,0,0,1,0
0,3,0.01985423473234481,0.5,0.3333333333333333,0.2085,1.0,1,0,0,0,1,0,0,1,0,0
0,2,0.2586076903744659,0.25,0.0,0.49,0.4,0,1,0,0,1,0,0,0,1,0
0,3,0.3278158951094034,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,2,0.40311636089469716,0.125,0.0,0.20047199999999998,0.2,0,1,1,0,0,0,0,0,1,0
1,2,0.40311636089469716,0.0,0.0,0.08666666666666667,0.0,1,0,0,0,1,0,0,1,0,0
0,1,0.6732847449107816,0.0,0.16666666666666666,0.51525,0.2,0,1,0,0,1,0,0,0,1,0
1,3,0.14551394822819805,0.125,0.0,0.07494466666666666,0.2,0,1,1,0,0,1,0,0,0,0
0,3,0.3278158951094034,0.0,0.0,0.051666666666666666,0.0,0,1,0,1,0,0,0,0,1,0
1,3,0.2963056044232219,0.0,0.0,0.04761133333333333,0.0,0,1,0,0,1,0,0,0,1,0
1,3,0.26803216888665493,0.125,0.16666666666666666,0.14905533333333335,0.4,1,0,1,0,0,0,0,1,0,0
0,3,0.5601910027645137,0.0,0.0,0.0465,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.4093993465694898,0.0,0.0,0.05263866666666667,0.0,0,1,1,0,0,0,0,0,1,0
0,3,0.24604171902488062,0.0,0.0,0.047,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.5853229454636844,0.125,0.0,0.09666666666666666,0.2,1,0,0,0,1,0,0,0,0,1
1,2,0.35913546117114853,0.125,0.0,0.17333333333333334,0.2,1,0,0,0,1,0,0,0,0,1
0,2,0.3088715757728072,0.0,0.0,0.08666666666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,2,0.2837396330736366,0.0,0.0,0.10030533333333333,0.0,0,1,1,0,0,0,0,0,1,0
1,1,0.23347574767529528,0.0,0.3333333333333333,0.17522200000000002,0.4,1,0,0,0,1,0,0,1,0,0
0,1,0.4596632319678311,0.125,0.0,0.35400000000000004,0.2,0,1,0,0,1,0,0,0,1,0
0,3,0.19577783362653933,0.0,0.0,0.06144466666666666,0.0,0,1,0,0,1,0,0,0,1,0
0,1,0.2963056044232219,0.0,0.0,0.528,0.0,0,1,1,0,0,0,0,0,1,0
0,3,0.26803216888665493,0.0,0.3333333333333333,0.10163866666666665,0.4,1,0,1,0,0,0,0,0,0,1
1,3,0.2711736617240513,0.0,0.0,0.051666666666666666,0.0,1,0,0,0,1,0,0,1,0,0
1,3,0.2963056044232219,0.125,0.0,0.10566666666666666,0.2,1,0,0,0,1,0,0,0,0,1
0,3,0.23347574767529528,0.0,0.0,0.045,0.0,0,1,0,1,0,0,0,0,1,0
0,2,0.22090977632570996,0.0,0.0,0.07666666666666666,0.0,0,1,0,0,1,0,0,0,1,0
0,2,0.23347574767529528,0.125,0.16666666666666666,0.245,0.4,0,1,0,0,1,0,0,0,1,0
1,3,0.33400351847197784,0.0,0.0,0.051972,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.10781603417944208,0.25,0.3333333333333333,0.22916666666666666,0.8,1,0,0,0,1,0,0,1,0,0
0,2,0.4533802462930384,0.0,0.3333333333333333,0.17333333333333334,0.4,0,1,0,0,1,0,0,0,1,0
0,2,0.5224930887157577,0.0,0.0,0.08666666666666667,0.0,0,1,0,0,1,0,1,0,0,0
0,2,0.6355868308620256,0.0,0.0,0.0835,0.0,0,1,0,0,1,0,1,0,0,0
1,1,0.2711736617240513,0.125,0.0,0.44399999999999995,0.2,1,0,0,0,1,0,0,0,0,1
0,3,0.6921337019351596,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.5036441316913798,0.0,0.3333333333333333,0.09666666666666666,0.4,0,1,0,0,1,0,0,0,1,0
0,3,0.3278158951094034,0.0,0.0,0.04875,0.0,0,1,0,0,1,0,0,0,1,0
0,1,0.6355868308620256,0.0,0.16666666666666666,0.40919466666666665,0.2,0,1,1,0,0,0,0,0,1,0
1,3,0.19577783362653933,0.0,0.0,0.051555333333333335,0.0,1,0,0,1,0,0,0,1,0,0
0,3,0.37170143252073384,0.0,0.0,0.05366666666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.3278158951094034,0.0,0.0,0.057749999999999996,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.3278158951094034,1.0,0.3333333333333333,0.46366666666666667,1.0,0,1,0,0,1,1,0,0,0,0
0,3,0.5476250314149284,0.0,0.16666666666666666,0.10733333333333334,0.2,0,1,0,0,1,0,0,0,1,0
1,2,0.4973611460165871,0.0,0.0,0.105,0.0,1,0,0,0,1,0,0,0,0,1
0,3,0.32143754712239253,0.0,0.0,0.051833333333333335,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.20834380497612465,0.0,0.0,0.057749999999999996,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.007288263382759489,0.5,0.16666666666666666,0.26458333333333334,1.0,0,1,0,0,1,1,0,0,0,0
1,3,0.10781603417944208,0.0,0.3333333333333333,0.13683333333333333,0.4,0,1,0,0,1,1,0,0,0,0
1,1,0.42965273568588025,0.0,0.16666666666666666,0.36666666666666664,0.2,1,0,0,0,1,0,0,0,0,1
0,3,0.5601910027645137,0.125,0.6666666666666666,0.186,1.0,1,0,0,0,1,0,0,0,0,1
0,1,0.5134630075221647,0.0,0.0,0.17283333333333334,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.3465694898215632,0.0,0.0,0.3766386666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,1,0.7612465443578789,0.0,0.0,0.22333333333333333,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.04498617743151546,0.5,0.16666666666666666,0.19416666666666665,1.0,0,1,0,1,0,1,0,0,0,0
1,3,0.007288263382759489,0.125,0.16666666666666666,0.074222,0.4,1,0,0,0,1,0,0,1,0,0
0,3,0.2586076903744659,0.0,0.0,0.05283333333333333,0.0,0,1,0,0,1,0,0,0,1,0
0,1,0.6984166876099522,0.0,0.0,0.20463866666666666,0.0,0,1,1,0,0,0,0,0,1,0
0,3,0.22090977632570996,0.125,0.16666666666666666,0.05236133333333333,0.4,0,1,0,0,1,0,0,0,1,0
0,3,0.3278158951094034,0.375,0.16666666666666666,0.16977799999999998,0.8,0,1,0,0,1,1,0,0,0,0
0,1,0.6230208595124404,0.0,0.0,0.19141666666666665,0.0,1,0,1,0,0,0,0,1,0,0
0,2,0.37170143252073384,0.0,0.0,0.08666666666666667,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.4470972606182458,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.26803216888665493,1.0,0.3333333333333333,0.46366666666666667,1.0,1,0,0,0,1,0,0,1,0,0
0,2,0.38100913634967415,0.0,0.0,0.10033333333333334,0.0,0,1,1,0,0,0,0,0,1,0
0,3,0.10781603417944208,0.5,0.3333333333333333,0.20925,1.0,0,1,0,0,1,1,0,0,0,0
1,2,0.007288263382759489,0.25,0.16666666666666666,0.26,0.6,0,1,0,0,1,1,0,0,0,0
1,3,0.04498617743151546,0.0,0.3333333333333333,0.14683333333333332,0.4,1,0,0,0,1,0,0,1,0,0
0,1,0.5134630075221647,0.0,0.0,0.3333333333333333,0.0,0,1,0,0,1,0,0,0,1,0
1,3,0.26803216888665493,0.125,0.0,0.10333333333333333,0.2,1,0,0,1,0,0,0,0,0,1
1,1,0.5601910027645137,0.0,0.0,0.17700000000000002,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.4973611460165871,0.125,0.16666666666666666,0.10333333333333333,0.4,0,1,0,1,0,0,0,0,1,0
0,3,0.4470972606182458,0.0,0.0,0.05263866666666667,0.0,0,1,0,0,1,0,0,0,1,0
1,2,0.39683337521990447,0.0,0.0,0.08666666666666667,0.0,1,0,0,0,1,0,0,0,0,1
0,2,0.23347574767529528,0.0,0.0,0.08666666666666667,0.0,0,1,0,0,1,0,0,0,1,0
1,3,0.23347574767529528,0.125,0.0,0.05236133333333333,0.2,1,0,0,0,1,0,0,1,0,0
1,2,0.032420206081930136,0.125,0.16666666666666666,0.17333333333333334,0.4,0,1,0,0,1,1,0,0,0,0
1,1,0.5476250314149284,0.0,0.0,0.18480533333333335,0.0,1,0,1,0,0,0,0,0,0,1
1,1,0.7235486303091229,0.0,0.0,0.9768053333333334,0.0,1,0,1,0,0,0,0,1,0,0
0,3,0.3278158951094034,0.0,0.0,0.051666666666666666,0.0,0,1,0,1,0,0,0,0,1,0
0,3,0.5224930887157577,0.0,0.16666666666666666,0.056027999999999994,0.2,0,1,0,0,1,0,0,0,1,0
1,3,0.26803216888665493,0.0,0.0,0.051666666666666666,0.0,1,0,0,1,0,0,0,1,0,0
0,2,0.2963056044232219,0.0,0.0,0.08666666666666667,0.0,1,0,0,0,1,0,0,1,0,0
0,3,0.3465694898215632,0.0,0.0,0.06333333333333334,0.0,0,1,0,0,1,0,0,0,1,0
0,3,0.3278158951094034,1.0,0.3333333333333333,0.46366666666666667,1.0,0,1,0,0,1,0,0,0,1,0
